,created_at,author_id,id,text
0,2022-04-05T21:03:13.000Z,259253237,1511449400450723840,RT @ChrisCottonStat: L'utilisation de ces vaccins en vie réelle a constitué une prise de risque sans précédent. Leur maintien depuis plus d…
1,2022-04-05T21:03:08.000Z,1463260817693065224,1511449383228919809,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
2,2022-04-05T21:03:05.000Z,299348116,1511449368527790086,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
3,2022-04-05T21:03:02.000Z,1274322288461168640,1511449356624347136,"@viruswaarheid Van 14 december 2020 tot 14 februari 2022 werden in de Verenigde Staten meer dan 547 miljoen doses COVID-19-vaccins toegediend. Gedurende deze tijd ontving VAERS 12.304 voorlopige meldingen van overlijden (0,0022%) onder mensen met een COVID- 19 vaccin. https://t.co/Clckuknlbk"
4,2022-04-05T21:03:01.000Z,1936732172,1511449353184956419,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
5,2022-04-05T21:03:01.000Z,885306374,1511449351545098241,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
6,2022-04-05T21:02:59.000Z,1244139064141455360,1511449343563386884,"RT @Songsa93: Si je comprends bien on a oublié la baisse des impôts, du chômage, le quoi qu'il en coûte, le chômage partiel, les aides mass…"
7,2022-04-05T21:02:58.000Z,859682258,1511449341222957058,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
8,2022-04-05T21:02:58.000Z,242006224,1511449338446327810,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
9,2022-04-05T21:02:57.000Z,872818687488733184,1511449335577337857,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
10,2022-04-05T21:02:55.000Z,1179378268627197954,1511449325452382211,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
11,2022-04-05T21:02:53.000Z,1453021620486934530,1511449316178735110,RT @dupontaignan: Je réclame à nouveau et d'urgence une commission d'enquête à l'Assemblée nationale pour faire toute la lumière sur les ef…
12,2022-04-05T21:02:52.000Z,1282994166616727553,1511449314781978632,"RT @HamelinMd: OMS veut""la FIN de toute  limite de durée pr AUTORISER 1 avortement""
Big Pha a besoin de fœtus pour les vaccins 
🤫des contra…"
13,2022-04-05T21:02:52.000Z,2190389204,1511449312097710087,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
14,2022-04-05T21:02:48.000Z,2714122327,1511449295710470146,"RT @Planetes360: ""un scandale, un 2ème et pourquoi pas un 3ème… les scandales c'est un peu comme les vaccins en Macronie… vous reprendrez b…"
15,2022-04-05T21:02:44.000Z,1332496092777361408,1511449279222759432,RT @2_bloempje: Australische Senator; #Vaccins lijden tot Genocide😡🥲#Pfizer documenten deel 2 zijn in te zien. En wij worden afgeleid met F…
16,2022-04-05T21:02:31.000Z,753802741923799040,1511449225804013575,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
17,2022-04-05T21:02:28.000Z,3418905740,1511449214366236673,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
18,2022-04-05T21:02:27.000Z,1092700940229099520,1511449210788487168,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
19,2022-04-05T21:02:27.000Z,475286587,1511449208813154304,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
20,2022-04-05T21:02:24.000Z,847728603424931840,1511449198318829573,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
21,2022-04-05T21:02:22.000Z,834749208993333248,1511449187950514183,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
22,2022-04-05T21:02:22.000Z,983665906982293506,1511449187459780616,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
23,2022-04-05T21:02:22.000Z,2956734826,1511449186306252801,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
24,2022-04-05T21:02:16.000Z,1427384217088966662,1511449164143632393,RT @dupontaignan: Je réclame à nouveau et d'urgence une commission d'enquête à l'Assemblée nationale pour faire toute la lumière sur les ef…
25,2022-04-05T21:02:15.000Z,1061127534,1511449157604679691,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
26,2022-04-05T21:02:08.000Z,916547643618324480,1511449130136219655,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
27,2022-04-05T21:02:08.000Z,4706681116,1511449128760397826,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
28,2022-04-05T21:02:00.000Z,552053109,1511449095583711232,RT @blf_tv: 🧨L'avocat #ToddCallender affirme que les #vaccins contiennent les matériaux de base permettant de former de l'oxyde de graphène…
29,2022-04-05T21:01:59.000Z,1206678414104641537,1511449090512592904,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
30,2022-04-05T21:01:55.000Z,1316771008867688448,1511449076361011208,"Si je comprends bien on a oublié la baisse des impôts, du chômage, le quoi qu'il en coûte, le chômage partiel, les aides massives aux entreprises et aux restos, les tests et vaccins gratuits, l'organisation fantastique de la vaccination, les soins covid lourds gratuits. https://t.co/JwDXAZ0Cj9"
31,2022-04-05T21:01:54.000Z,1095234915468263424,1511449072548384776,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
32,2022-04-05T21:01:54.000Z,1214273833839890433,1511449072464502799,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
33,2022-04-05T21:01:52.000Z,2949447484,1511449060879872002,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
34,2022-04-05T21:01:44.000Z,1476808633321152522,1511449027224735748,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
35,2022-04-05T21:01:42.000Z,1481019692991062017,1511449022506344448,"RT @Songsa93: Si je comprends bien on a oublié la baisse des impôts, du chômage, le quoi qu'il en coûte, le chômage partiel, les aides mass…"
36,2022-04-05T21:01:42.000Z,1024718126812942336,1511449019914014721,RT @ChrisCottonStat: L'utilisation de ces vaccins en vie réelle a constitué une prise de risque sans précédent. Leur maintien depuis plus d…
37,2022-04-05T21:01:41.000Z,1476615116674240519,1511449018131529728,"RT @ChrisCottonStat: Voila la durée de suivi des participants des essais Covid,  c'est sur cette base que les vaccins ont été annoncés comm…"
38,2022-04-05T21:01:40.000Z,1387035045605437442,1511449013899440130,RT @dupontaignan: Je réclame à nouveau et d'urgence une commission d'enquête à l'Assemblée nationale pour faire toute la lumière sur les ef…
39,2022-04-05T21:01:40.000Z,1219351036105719809,1511449011529658370,"RT @Songsa93: Si je comprends bien on a oublié la baisse des impôts, du chômage, le quoi qu'il en coûte, le chômage partiel, les aides mass…"
40,2022-04-05T21:01:31.000Z,845941150032769025,1511448972778516484,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
41,2022-04-05T21:01:29.000Z,3295209467,1511448965782384644,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
42,2022-04-05T21:01:21.000Z,1316771008867688448,1511448932806709258,"Si je comprends bien on a oublié la baisse des impôts, du chômage, le quoi qu'il en coûte, le chômage partiel, les aides massives aux entreprises et aux restos, les tests et vaccins gratuits, l'organisation fantastique de la vaccination, les soins covid lourds gratuits. https://t.co/8lBBwyqG37"
43,2022-04-05T21:01:20.000Z,757244756405682176,1511448928721510401,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
44,2022-04-05T21:01:17.000Z,938521296689909760,1511448917426245638,"RT @InDiaVeritas: @Free_nd_Healthy @kittylt J'ai la page complète, bien lisible ou notre cher Bilou explique qu'il va réduire la population…"
45,2022-04-05T21:01:17.000Z,831189324,1511448915580706825,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
46,2022-04-05T21:01:13.000Z,1267903924562014208,1511448897863958533,RT @ChrisCottonStat: L'utilisation de ces vaccins en vie réelle a constitué une prise de risque sans précédent. Leur maintien depuis plus d…
47,2022-04-05T21:01:05.000Z,1254414272601473024,1511448865286852610,RT @ChrisCottonStat: L'utilisation de ces vaccins en vie réelle a constitué une prise de risque sans précédent. Leur maintien depuis plus d…
48,2022-04-05T21:01:04.000Z,1438429998,1511448862753538050,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
49,2022-04-05T21:00:58.000Z,1156677513982152705,1511448837570838530,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
50,2022-04-05T21:00:53.000Z,1364284586625298436,1511448813428486157,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
51,2022-04-05T21:00:52.000Z,1197043664431828992,1511448809171304454,"RT @catkjo: Comme l'avait indiqué le directeur de l'assurance maladie en Allemagne,  ce qui lui a coûté son poste, ce chiffre est fort sous…"
52,2022-04-05T21:00:46.000Z,447790522,1511448787633545220,"RT @Songsa93: Si je comprends bien on a oublié la baisse des impôts, du chômage, le quoi qu'il en coûte, le chômage partiel, les aides mass…"
53,2022-04-05T21:00:44.000Z,1334620279218245639,1511448777563025419,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
54,2022-04-05T21:00:41.000Z,1420348143175180298,1511448764518653953,RT @BlemontD: Le gouvernement islandais encourage ses citoyens à oublier les vaccins et à combattre plutôt le virus avec leur propre systèm…
55,2022-04-05T21:00:39.000Z,973643289915285504,1511448755173830664,RT @BlemontD: Le gouvernement islandais encourage ses citoyens à oublier les vaccins et à combattre plutôt le virus avec leur propre systèm…
56,2022-04-05T21:00:39.000Z,830036662591881216,1511448754431406091,RT @2_bloempje: Australische Senator; #Vaccins lijden tot Genocide😡🥲#Pfizer documenten deel 2 zijn in te zien. En wij worden afgeleid met F…
57,2022-04-05T21:00:38.000Z,1160493778110734337,1511448753261133827,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
58,2022-04-05T21:00:38.000Z,374413288,1511448750014750724,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
59,2022-04-05T21:00:25.000Z,1384087452281827333,1511448699469185030,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
60,2022-04-05T21:00:24.000Z,1274322288461168640,1511448693752446977,"@VrijeMeinung @dancalegria Van 14 december 2020 tot 14 februari 2022 werden in de Verenigde Staten meer dan 547 miljoen doses COVID-19-vaccins toegediend. Gedurende deze tijd ontving VAERS 12.304 voorlopige meldingen van overlijden (0,0022%) onder mensen met een COVID- 19 vaccin. https://t.co/BkwbRlxKhe"
61,2022-04-05T21:00:20.000Z,2960710125,1511448677910470665,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
62,2022-04-05T21:00:19.000Z,2764583669,1511448671153491973,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
63,2022-04-05T21:00:18.000Z,1230284022,1511448668984987649,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
64,2022-04-05T21:00:18.000Z,1406554453118009345,1511448668632715274,"RT @InDiaVeritas: @Free_nd_Healthy @kittylt J'ai la page complète, bien lisible ou notre cher Bilou explique qu'il va réduire la population…"
65,2022-04-05T21:00:17.000Z,1484928053784592395,1511448665516396546,RT @Lesparte1: Ça y est aujourd’hui si je suis malade je ne peux plus aller à l’hôpital car après 2 vaccins un Covid il faudrait que je fas…
66,2022-04-05T21:00:17.000Z,3421384127,1511448664790683652,"RT @HamelinMd: OMS veut""la FIN de toute  limite de durée pr AUTORISER 1 avortement""
Big Pha a besoin de fœtus pour les vaccins 
🤫des contra…"
67,2022-04-05T21:00:17.000Z,2452073189,1511448662618124299,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
68,2022-04-05T21:00:16.000Z,1374784068324364290,1511448658436370433,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
69,2022-04-05T21:00:15.000Z,1316771008867688448,1511448653935824899,"Si je comprends bien on a oublié la baisse des impôts, du chômage, le quoi qu'il en coûte, le chômage partiel, les aides massives aux entreprises et aux restos, les tests et vaccins gratuits, l'organisation fantastique de la vaccination, les soins covid lourds gratuits. https://t.co/VZNFOOqeJV"
70,2022-04-05T21:00:11.000Z,1234129176837476352,1511448639130193920,RT @BlemontD: Le gouvernement islandais encourage ses citoyens à oublier les vaccins et à combattre plutôt le virus avec leur propre systèm…
71,2022-04-05T21:00:10.000Z,986851832822628352,1511448636454014984,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
72,2022-04-05T21:00:10.000Z,166012152,1511448635476791307,RT @blf_tv: 🧨L'avocat #ToddCallender affirme que les #vaccins contiennent les matériaux de base permettant de former de l'oxyde de graphène…
73,2022-04-05T21:00:10.000Z,1398270244674846723,1511448635204112385,RT @Marc_Doyer: Dégoûté de ces médias qui pour 15 cas font des articles sur le chocolat contaminé 👉 et rien sur les milliers #effetsseconda…
74,2022-04-05T21:00:08.000Z,1244590199285432321,1511448626492542984,@PrinceRodgersN On sait que Pharma l’utilise pour les vaccins :ils l’ont avoué devant le sénat🇺🇸et pour des expériences de transhumanime (greffe de cuir chevelu de fœtus sur des rats) vidéo du juriste Raphaël Cohen Plainte auprès de la CPI déposée en juin 2021 qui a obtenu 1 no d’enregistrement
75,2022-04-05T21:00:00.000Z,1084965156843646978,1511448591965032459,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
76,2022-04-05T20:59:58.000Z,1267918423541125122,1511448582943039488,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
77,2022-04-05T20:59:57.000Z,1347111080884101121,1511448580669812745,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
78,2022-04-05T20:59:56.000Z,1416811370385903621,1511448577326956544,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
79,2022-04-05T20:59:56.000Z,1485657306633224205,1511448576467128322,RT @10121Ws: Les vaccins provoquent une forme de SIDA - Dr. Robert Malone. https://t.co/vYj0CenOaI
80,2022-04-05T20:59:52.000Z,1481785361063976963,1511448560499412995,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
81,2022-04-05T20:59:51.000Z,1287842020120301574,1511448554883235841,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
82,2022-04-05T20:59:49.000Z,886265789824872448,1511448547870355469,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
83,2022-04-05T20:59:46.000Z,1173515998865121280,1511448533261553673,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
84,2022-04-05T20:59:38.000Z,505731168,1511448499568664582,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
85,2022-04-05T20:59:35.000Z,1022909131848597504,1511448488105685001,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
86,2022-04-05T20:59:32.000Z,1482409417794588672,1511448474465845253,"RT @HamelinMd: OMS veut""la FIN de toute  limite de durée pr AUTORISER 1 avortement""
Big Pha a besoin de fœtus pour les vaccins 
🤫des contra…"
87,2022-04-05T20:59:31.000Z,1398934105614696455,1511448468988043266,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
88,2022-04-05T20:59:29.000Z,722730677364461568,1511448463388680196,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
89,2022-04-05T20:59:27.000Z,1316771008867688448,1511448455134203914,"RT @Songsa93: Si je comprends bien on a oublié la baisse des impôts, du chômage, le quoi qu'il en coûte, le chômage partiel, les aides mass…"
90,2022-04-05T20:59:24.000Z,99086843,1511448440907173889,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
91,2022-04-05T20:59:20.000Z,1096374302524481536,1511448425459556353,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
92,2022-04-05T20:59:20.000Z,1260403124822585345,1511448424373272579,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
93,2022-04-05T20:59:18.000Z,1464332804284723213,1511448415108050954,RT @10121Ws: Les vaccins provoquent une forme de SIDA - Dr. Robert Malone. https://t.co/vYj0CenOaI
94,2022-04-05T20:59:16.000Z,3815699907,1511448407323426830,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
95,2022-04-05T20:59:14.000Z,1455304859444465665,1511448398028840967,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
96,2022-04-05T20:59:13.000Z,82702607,1511448396665663488,RT @10121Ws: Les vaccins provoquent une forme de SIDA - Dr. Robert Malone. https://t.co/vYj0CenOaI
97,2022-04-05T20:59:13.000Z,3127423030,1511448395092836354,"RT @totobrix2021: Donc le mec nous promet la faim, la guerre, les vaccins 4 fois par an, le pass de partout, la retraite à 70 ans (pour ceu…"
98,2022-04-05T20:59:12.000Z,1229375399580360709,1511448392454610952,"RT @Songsa93: Si je comprends bien on a oublié la baisse des impôts, du chômage, le quoi qu'il en coûte, le chômage partiel, les aides mass…"
99,2022-04-05T20:59:11.000Z,478976173,1511448385387118602,"Vaccins lijden tot #Genocide.
Zoveel mensen gewaarschuwd en toch uitgelachen. Inmiddels zijn zij 3 shots verder en is het aftakelen begonnen.. 
#Vaids https://t.co/NUuqkaz4tB"
